Project,Market Sector,EQS,UGS,FVS,SS,how3 Score,Growth Category,Valuation Category,SS (Rating),UGS dune,EQS dune,Static,Live,Dune Links,Symbol,UserGrowthJSON
NEAR Protocol,Blockchains (L1),45.6083744084649,34.00568181818182,49.32692307692307,90.96,,Slow Growth,Fairly Valued,AA,False,False,True,False,,,"{""name"": ""NEAR Protocol"", ""sector"": ""Blockchains (L1)"", ""scores"": {""user_growth"": 34.00568181818182, ""growth_category"": ""Slow Growth""}, ""peers"": [{""name"": ""Algorand"", ""scores"": {""user_growth"": 57.27272727272727}}, {""name"": ""Aptos"", ""scores"": {""user_growth"": 74.57650162337663}}, {""name"": ""Avalanche"", ""scores"": {""user_growth"": 63.59943977591037}}, {""name"": ""BNB Chain"", ""scores"": {""user_growth"": 94.40882034632034}}], ""sector_averages"": {""user_growth"": 51.53, ""count"": 66}}"
NEM,,,,,61.28,,,,B,False,False,True,False,,,
NFTX,NFT marketplaces,0.0,34.583333333333336,56.25000000000001,,,Slow Growth,Fairly Valued,,False,False,True,False,,,
Nano,,,,,86.57,,,,AA,False,False,True,False,,,
Navigator,Derivative exchanges,0.0,56.82560296846012,45.0,,,Steady Growth,Fairly Valued,,False,False,True,False,,,
Nearlend DAO,Lending,0.0,,,,,,,,False,False,True,False,,,
Neo,,,,,78.3,,,,BBB,False,False,True,False,,,
Neptune Finance,Lending,0.0,,,,,,,,False,False,True,False,,,
Nervos Network,,,,,80.63,,,,A,False,False,True,False,,,
NeuroWeb,Blockchains (L2),0.0,33.57607114140215,,,,Slow Growth,,,False,False,True,False,,,
Nexo,,,,,78.12,,,,BBB,False,False,True,False,,,
Nexus Mutual,Insurance,34.314439797837025,,,,,,,,False,False,True,False,,,
Nibiru,Blockchains (L1),0.0,18.181818181818183,,,,Stagnant/Declining,,,False,False,True,False,,,
Nile Exchange,Exchanges (DEX),0.0,31.83908045977012,,,,Slow Growth,,,False,False,True,False,,,
Nillion,Blockchains (L1),0.0,81.81818181818183,,,,Exceptional Growth,,,False,False,True,False,,,
Ninja Blaze,Gaming,0.0,,,,,,,,False,False,True,False,,,
NinjaVault,Asset management,0.0,,,,,,,,False,False,True,False,,,
Nodle,Blockchains (L2),0.0,29.314763643037764,52.0,,,Slow Growth,Fairly Valued,,False,False,True,False,,,
Nostra,Lending,0.0,38.57212475633528,45.0,,,Slow Growth,Fairly Valued,,False,False,True,False,,,
Notcoin,,,,,85.92,,,,A,False,False,True,False,,,
Notional Finance,Lending,0.0,17.975146198830412,22.22222222222222,,,Stagnant/Declining,Overvalued,,False,False,True,False,,,
Nouns DAO,Asset management,0.0,,50.0,,,,Fairly Valued,,False,False,True,False,,,
Numerai,Asset management,0.0,88.36754643206255,55.0,,,Exceptional Growth,Fairly Valued,,False,False,True,False,,,
OFFICIAL TRUMP,,,,,75.89,,,,BBB,False,False,True,False,,,
OKB,,,,,92.69,,,,AA,False,False,True,False,,,
OP Mainnet,Blockchains (L2),52.06600120572876,89.78010324775966,48.47619047619048,,,Exceptional Growth,Fairly Valued,,False,False,True,False,,,
ORBLER,,,,,48.62,,,,CC,False,False,True,False,,,
ORDI(BRC-20),,,,,50.8,,,,CC,False,False,True,False,,,
OUSG,,,,,67.8,,,,BB,False,False,True,False,,,
Oasis Network,,,,,80.85,,,,A,False,False,True,False,,,
Ocean Protocol,Infrastructure,0.0,39.72269071094966,52.0,,,Slow Growth,Fairly Valued,,False,False,True,False,,,
Octopus Network,Asset management,0.0,52.59824046920821,45.0,,,Steady Growth,Fairly Valued,,False,False,True,False,,,
Odos,Exchanges (DEX),0.0,,,,,,,,False,False,True,False,,,
Olympus,,,,,69.93,,,,BB,False,False,True,False,,,
OmniBTC (OmniSwap),Exchanges (DEX),0.0,,,,,,,,False,False,True,False,,,
Ondo Finance,Asset management,0.0,100.0,55.0,87.5,,Exceptional Growth,Fairly Valued,AA,False,False,True,False,,,
Ontology,,,,,83.48,,,,A,False,False,True,False,,,
Onyx Protocol,,,,,86.3,,,,A,False,False,True,False,,,
OpenChat,Social,31.713175130262343,90.31746031746032,88.8888888888889,,,Exceptional Growth,Undervalued,,False,False,True,False,,,
OpenLeverage,Derivative exchanges,0.0,48.285714285714285,45.0,,,Steady Growth,Fairly Valued,,False,False,True,False,,,
OpenOcean,Exchanges (DEX),0.0,49.75973303670746,50.0,,,Steady Growth,Fairly Valued,,False,False,True,False,,,
OpenSea,NFT marketplaces,28.24235782237205,100.0,,,,Exceptional Growth,,,False,False,True,False,,,
Openbook,Exchanges (DEX),0.0,,,,,,,,False,False,True,False,,,
Optimism,Bridges,0.0,75.9647495361781,,92.93,,Strong Growth,,AA,False,False,True,False,,,
Optimism Gateway,Bridges,0.0,75.9647495361781,,,,Strong Growth,,,False,False,True,False,,,
Optopia,Blockchains (L2),0.0,22.25274725274725,45.0,,,Stagnant/Declining,Fairly Valued,,False,False,True,False,,,
Opus,Stablecoin issuers,0.0,40.9375,,,,Slow Growth,,,False,False,True,False,,,
Opyn,Derivative exchanges,0.0,48.63734326018809,52.0,,,Steady Growth,Fairly Valued,,False,False,True,False,,,
Orbiter Finance,Bridges,0.0,,,,,,,,False,False,True,False,,,
Orca,Exchanges (DEX),0.0,93.10344827586206,50.0,75.05,,Exceptional Growth,Fairly Valued,BBB,False,False,True,False,,,
Orderly Network,Derivative exchanges,0.0,80.76066790352505,55.0,,,Exceptional Growth,Fairly Valued,,False,False,True,False,,,
OriginTrail,Stablecoin issuers,41.770573128435935,71.47321428571428,54.12202380952381,70.57,,Strong Growth,Fairly Valued,BB,False,False,True,False,,,"{""name"": ""OriginTrail"", ""sector"": ""Unknown"", ""scores"": {""user_growth"": null, ""growth_category"": null}, ""peers"": [{""name"": ""BENQI Liquid Staked AVAX"", ""scores"": {""user_growth"": null}}, {""name"": ""CoW DAO"", ""scores"": {""user_growth"": null}}, {""name"": ""Entangle"", ""scores"": {""user_growth"": null}}, {""name"": ""Mocaverse"", ""scores"": {""user_growth"": null}}], ""sector_averages"": {""user_growth"": null, ""count"": 0}}"
OriginTrail,,,,,70.57,,,,BB,False,False,True,False,,,"{""name"": ""OriginTrail"", ""sector"": ""Unknown"", ""scores"": {""user_growth"": null, ""growth_category"": null}, ""peers"": [{""name"": ""BENQI Liquid Staked AVAX"", ""scores"": {""user_growth"": null}}, {""name"": ""CoW DAO"", ""scores"": {""user_growth"": null}}, {""name"": ""Entangle"", ""scores"": {""user_growth"": null}}, {""name"": ""Mocaverse"", ""scores"": {""user_growth"": null}}], ""sector_averages"": {""user_growth"": null, ""count"": 0}}"
Osmosis,Exchanges (DEX),0.0,47.34885803851322,34.375,,,Steady Growth,Overvalued,,False,False,True,False,,,
Out,Social,0.0,,,,,,,,False,False,True,False,,,
Overnight,Stablecoin issuers,0.0,,,,,,,,False,False,True,False,,,
Overtake,Gaming,0.0,,,,,,,,False,False,True,False,,,
PACT,Lending,0.0,23.0458089668616,45.0,,,Stagnant/Declining,Fairly Valued,,False,False,True,False,,,
PAX Gold,,,,,93.61,,,,AA,False,False,True,False,,,
PRDT,Prediction markets,0.0,,,,,,,,False,False,True,False,,,
PancakeSwap,Exchanges (DEX),20.610528563344047,99.14772727272728,81.26623376623378,91.84,,Exceptional Growth,Undervalued,AA,False,False,True,False,,,"{""name"": ""PancakeSwap"", ""sector"": ""Exchanges (DEX)"", ""scores"": {""user_growth"": 99.14772727272728, ""growth_category"": ""Exceptional Growth""}, ""peers"": [{""name"": ""0x"", ""scores"": {""user_growth"": 64.69035460275727}}, {""name"": ""1inch Network"", ""scores"": {""user_growth"": 87.7843015808811}}, {""name"": ""Aerodrome Finance"", ""scores"": {""user_growth"": 88.64047173627264}}, {""name"": ""Curve DAO Token"", ""scores"": {""user_growth"": 80.46152922439074}}], ""sector_averages"": {""user_growth"": 52.77, ""count"": 91}}"
Pangolin,Exchanges (DEX),35.80482073590884,56.60579305288705,35.93560606060606,,,Steady Growth,Overvalued,,False,False,True,False,,,
Panora Exchange,Exchanges (DEX),0.0,,,,,,,,False,False,True,False,,,
ParaSwap,Exchanges (DEX),58.46796562852716,44.93453900798868,80.86174242424242,,,Slow Growth,Undervalued,,False,False,True,False,,,
Paradex,Exchanges (DEX),0.0,,,,,,,,False,False,True,False,,,
Paradise Tycoon,Gaming,0.0,,,,,,,,False,False,True,False,,,
ParagonsDAO,Gaming,0.0,11.328976034858387,52.5,,,Stagnant/Declining,Fairly Valued,,False,False,True,False,,,
Parallel,Blockchains (L2),0.0,,,,,,,,False,False,True,False,,,
Particle,Derivative exchanges,0.0,51.73701298701299,52.0,,,Steady Growth,Fairly Valued,,False,False,True,False,,,
Paxos,Stablecoin issuers,0.0,,,,,,,,False,False,True,False,,,
PayPal USD,Stablecoin issuers,0.0,,50.0,89.93,,,Fairly Valued,AA,False,False,True,False,,,
PayPal USD,,,,,89.93,,,,AA,False,False,True,False,,,
Pendle,Derivative exchanges,44.20295270085844,94.4047485765466,51.42857142857143,89.37,,Exceptional Growth,Fairly Valued,AA,False,False,True,False,,,"{""name"": ""Pendle"", ""sector"": ""Derivative exchanges"", ""scores"": {""user_growth"": 94.4047485765466, ""growth_category"": ""Exceptional Growth""}, ""peers"": [{""name"": ""GMX"", ""scores"": {""user_growth"": 95.64567206192824}}, {""name"": ""Synthetix"", ""scores"": {""user_growth"": 80.07145256221611}}, {""name"": ""Drift Protocol"", ""scores"": {""user_growth"": 95.91836734693877}}, {""name"": ""Aevo"", ""scores"": {""user_growth"": 89.37847866419295}}], ""sector_averages"": {""user_growth"": 55.1, ""count"": 55}}"
Pendulum,Blockchains (L2),0.0,22.881456522571504,,,,Stagnant/Declining,,,False,False,True,False,,,
Pepe,,,,,86.58,,,,AA,False,False,True,False,,,
Perpetual Protocol,Derivative exchanges,17.289241196842003,70.24213701938456,37.72916666666667,,,Strong Growth,Overvalued,,False,False,True,False,,,
Phala,Blockchains (L2),0.0,65.98589998851321,,,,Strong Growth,,,False,False,True,False,,,
Pharaoh,Exchanges (DEX),11.785450357889486,57.98437658003843,88.22510822510822,,,Steady Growth,Undervalued,,False,False,True,False,,,
Phoenix,Exchanges (DEX),0.0,,,,,,,,False,False,True,False,,,
Phoenix Bonds,Asset management,0.0,,,,,,,,False,False,True,False,,,
Photon,Derivative exchanges,0.0,,,,,,,,False,False,True,False,,,
Pi,Derivative exchanges,,30.003098810056944,20.9375,62.4,,Slow Growth,Overvalued,B,False,False,True,False,,,
Pichi Finance,Derivative exchanges,0.0,23.60296846011132,45.0,,,Stagnant/Declining,Fairly Valued,,False,False,True,False,,,
Pika Protocol,Derivative exchanges,,30.003098810056944,20.9375,,,Slow Growth,Overvalued,,False,False,True,False,,,
Pixels,Gaming,0.0,64.77124183006535,45.0,,,Steady Growth,Fairly Valued,,False,False,True,False,,,
Pixer,,,,,84.83,,,,A,False,False,True,False,,,
Planet IX,Gaming,0.0,61.66666666666666,55.0,,,Steady Growth,Fairly Valued,,False,False,True,False,,,
PlayEmber,Gaming,0.0,,,,,,,,False,False,True,False,,,
Plume Network,Blockchains (L1),0.0,40.37878787878788,45.0,87.81,,Slow Growth,Fairly Valued,AA,False,False,True,False,,,
Pnut,,,,,70.16,,,,BB,False,False,True,False,,,
Pocket Network,Infrastructure,0.0,39.7872340425532,48.21428571428572,,,Slow Growth,Fairly Valued,,False,False,True,False,,,
Polimec,Blockchains (L2),0.0,31.74589347934295,,,,Slow Growth,,,False,False,True,False,,,
Polkadex,Blockchains (L2),0.0,22.35264735264735,,,,Stagnant/Declining,,,False,False,True,False,,,
Polkadot,Blockchains (L1),29.47191562406533,43.33908279220779,36.82692307692307,84.11,,Slow Growth,Overvalued,A,False,False,True,False,,,"{""name"": ""Polkadot"", ""sector"": ""Blockchains (L1)"", ""scores"": {""user_growth"": 43.33908279220779, ""growth_category"": ""Slow Growth""}, ""peers"": [{""name"": ""Algorand"", ""scores"": {""user_growth"": 57.27272727272727}}, {""name"": ""Aptos"", ""scores"": {""user_growth"": 74.57650162337663}}, {""name"": ""Avalanche"", ""scores"": {""user_growth"": 63.59943977591037}}, {""name"": ""BNB Chain"", ""scores"": {""user_growth"": 94.40882034632034}}], ""sector_averages"": {""user_growth"": 51.53, ""count"": 66}}"
Polter Finance,Lending,0.0,0.0,,,,Stagnant/Declining,,,False,False,True,False,,,
Polygon,Blockchains (L1),44.83821236047309,72.31752795815297,67.28750000000001,,,Strong Growth,Fairly Valued,,False,False,True,False,,,
Polygon zkEVM,Blockchains (L2),0.0,,,,,,,,False,False,True,False,,,
Polymarket,Prediction markets,0.0,100.0,,,,Exceptional Growth,,,False,False,True,False,,,
Polymesh,,,,,81.59,,,,A,False,False,True,False,,,
Polynomial Protocol,Derivative exchanges,0.0,45.94827586206897,,,,Steady Growth,,,False,False,True,False,,,
PoolTogether,Asset management,0.0,49.80014357282502,37.26984126984127,,,Steady Growth,Overvalued,,False,False,True,False,,,
Pragma,Infrastructure,0.0,,,,,,,,False,False,True,False,,,
Predict Fun,Prediction markets,0.0,,,,,,,,False,False,True,False,,,
Premia,Derivative exchanges,0.0,43.760056138442856,40.55555555555556,,,Slow Growth,Fairly Valued,,False,False,True,False,,,
Primex Finance,Exchanges (DEX),0.0,,,,,,,,False,False,True,False,,,
Prisma Finance,Stablecoin issuers,0.0,47.63392857142858,49.99999999999999,,,Steady Growth,Fairly Valued,,False,False,True,False,,,
Privy,Infrastructure,0.0,,,,,,,,False,False,True,False,,,
Prometeus,,,,,76.22,,,,BBB,False,False,True,False,,,
Proof of Play,Blockchains (L3),0.0,,,,,,,,False,False,True,False,,,
Pudgy Penguins,,,,,83.89,,,,A,False,False,True,False,,,
Puffer Finance,Liquid staking,0.0,,,,,,,,False,False,True,False,,,
PumpBTC,Liquid staking,0.0,,,72.64,,,,BBB,False,False,True,False,,,
Pyth Network,Oracles,0.0,,,88.19,,,,AA,False,False,True,False,,,
Qtum,,,,,84.24,,,,A,False,False,True,False,,,
Quant,,,,,77.34,,,,BBB,False,False,True,False,,,
QuestN,Infrastructure,0.0,,,,,,,,False,False,True,False,,,
QuickSwap,Exchanges (DEX),51.750236701783,80.12711935820948,77.10714285714286,,,Exceptional Growth,Undervalued,,False,False,True,False,,,
RARI Chain,Blockchains (L3),0.0,,,,,,,,False,False,True,False,,,
REVOX (ex ReadON),Social,0.0,,,,,,,,False,False,True,False,,,
RSK Smart Bitcoin,,,,,72.3,,,,BBB,False,False,True,False,,,
RabbitHole,Gaming,0.0,,,,,,,,False,False,True,False,,,
RabbitSwap,Exchanges (DEX),0.0,,,,,,,,False,False,True,False,,,
RabbitX,Derivative exchanges,0.0,56.0556586270872,45.0,,,Steady Growth,Fairly Valued,,False,False,True,False,,,
Radiant Capital,Lending,14.170985570883188,51.703216374269005,30.312500000000004,,,Steady Growth,Overvalued,,False,False,True,False,,,
Raft,Stablecoin issuers,0.0,14.999999999999998,48.33333333333333,,,Stagnant/Declining,Fairly Valued,,False,False,True,False,,,
Rain.fi,Lending,0.0,,,,,,,,False,False,True,False,,,
Ramses Exchange,Exchanges (DEX),23.84486766445177,44.565305094886575,63.10876623376623,,,Slow Growth,Fairly Valued,,False,False,True,False,,,
Rarible,NFT marketplaces,36.22271618026297,65.625,51.89285714285715,,,Strong Growth,Fairly Valued,,False,False,True,False,,,
Ravencoin,,,,,73.45,,,,BBB,False,False,True,False,,,
Raydium,Exchanges (DEX),0.0,94.2528735632184,,82.42,,Exceptional Growth,,A,False,False,True,False,,,
ReactorFusion,Lending,0.0,23.39181286549708,55.0,,,Stagnant/Declining,Fairly Valued,,False,False,True,False,,,
Ready Games Network,Gaming,0.0,,,,,,,,False,False,True,False,,,
RealT,Asset management,0.0,46.20967741935484,52.0,,,Steady Growth,Fairly Valued,,False,False,True,False,,,
Rebalance,Asset management,0.0,,,,,,,,False,False,True,False,,,
RedStone,Blockchains (L2),0.0,,,84.93,,,,A,False,False,True,False,,,"{""name"": ""RedStone"", ""sector"": ""Blockchains (L1)"", ""scores"": {""user_growth"": 68.9659090909091, ""growth_category"": ""Strong Growth""}, ""peers"": [{""name"": ""Algorand"", ""scores"": {""user_growth"": 57.27272727272727}}, {""name"": ""Aptos"", ""scores"": {""user_growth"": 74.57650162337663}}, {""name"": ""Avalanche"", ""scores"": {""user_growth"": 63.59943977591037}}, {""name"": ""BNB Chain"", ""scores"": {""user_growth"": 94.40882034632034}}], ""sector_averages"": {""user_growth"": 51.53, ""count"": 66}}"
RedStone,Blockchains (L1),32.063232086680955,68.9659090909091,60.949519230769226,84.93,,Strong Growth,Fairly Valued,A,False,False,True,False,,,"{""name"": ""RedStone"", ""sector"": ""Blockchains (L1)"", ""scores"": {""user_growth"": 68.9659090909091, ""growth_category"": ""Strong Growth""}, ""peers"": [{""name"": ""Algorand"", ""scores"": {""user_growth"": 57.27272727272727}}, {""name"": ""Aptos"", ""scores"": {""user_growth"": 74.57650162337663}}, {""name"": ""Avalanche"", ""scores"": {""user_growth"": 63.59943977591037}}, {""name"": ""BNB Chain"", ""scores"": {""user_growth"": 94.40882034632034}}], ""sector_averages"": {""user_growth"": 51.53, ""count"": 66}}"
Ref Finance,Exchanges (DEX),0.0,43.362068965517246,,,,Slow Growth,,,False,False,True,False,,,
Reflexer,Stablecoin issuers,34.77475120969868,48.30357142857142,60.90476190476192,,,Steady Growth,Fairly Valued,,False,False,True,False,,,
Render Network,Bridges,0.0,45.454545454545446,42.22222222222223,86.28,,Steady Growth,Fairly Valued,A,False,False,True,False,,,"{""name"": ""Render Network"", ""sector"": ""Infrastructure"", ""scores"": {""user_growth"": 91.6969382459782, ""growth_category"": ""Exceptional Growth""}, ""peers"": [{""name"": ""Chainlink"", ""scores"": {""user_growth"": 85.72299651567945}}, {""name"": ""Livepeer"", ""scores"": {""user_growth"": 85.63829787234042}}, {""name"": ""Virtuals Protocol"", ""scores"": {""user_growth"": 91.48936170212764}}, {""name"": ""Kaito"", ""scores"": {""user_growth"": 85.92371562013491}}], ""sector_averages"": {""user_growth"": 53.9, ""count"": 52}}"
Render Network,Infrastructure,0.0,91.6969382459782,55.99999999999999,86.28,,Exceptional Growth,Fairly Valued,A,False,False,True,False,,,"{""name"": ""Render Network"", ""sector"": ""Infrastructure"", ""scores"": {""user_growth"": 91.6969382459782, ""growth_category"": ""Exceptional Growth""}, ""peers"": [{""name"": ""Chainlink"", ""scores"": {""user_growth"": 85.72299651567945}}, {""name"": ""Livepeer"", ""scores"": {""user_growth"": 85.63829787234042}}, {""name"": ""Virtuals Protocol"", ""scores"": {""user_growth"": 91.48936170212764}}, {""name"": ""Kaito"", ""scores"": {""user_growth"": 85.92371562013491}}], ""sector_averages"": {""user_growth"": 53.9, ""count"": 52}}"
Renzo,Liquid staking,0.0,73.07843137254903,55.0,,,Strong Growth,Fairly Valued,,False,False,True,False,,,
ResearchHub,Infrastructure,0.0,36.23248572911261,45.0,,,Slow Growth,Fairly Valued,,False,False,True,False,,,
Reserve Rights,,,,,88.06,,,,AA,False,False,True,False,,,
Reserve Rights,Stablecoin issuers,0.0,,,88.06,,,,AA,False,False,True,False,,,
Reservoir,Infrastructure,0.0,,,,,,,,False,False,True,False,,,
Reservoir.xyz,Stablecoin issuers,0.0,,,,,,,,False,False,True,False,,,
Resolv,Stablecoin issuers,0.0,,,,,,,,False,False,True,False,,,
Revert Finance,Infrastructure,0.0,,,,,,,,False,False,True,False,,,
Reya,Blockchains (L2),0.0,,,,,,,,False,False,True,False,,,
Rhea Finance,Exchanges (DEX),0.0,,,,,,,,False,False,True,False,,,
Rhino.fi,Exchanges (DEX),0.0,6.896551724137932,,,,Stagnant/Declining,,,False,False,True,False,,,
Rho Protocol,Derivative exchanges,0.0,,,,,,,,False,False,True,False,,,
Ribbon Finance,Asset management,40.50989099012236,51.90134714076247,30.505952380952383,,,Steady Growth,Overvalued,,False,False,True,False,,,
Ring Protocol,Exchanges (DEX),0.0,9.775305895439375,45.0,,,Stagnant/Declining,Fairly Valued,,False,False,True,False,,,
Rings,Stablecoin issuers,0.0,,,,,,,,False,False,True,False,,,
Ripple USD,,,,,72.86,,,,BBB,False,False,True,False,,,
Robonomics Network,Blockchains (L2),0.0,45.459268991877686,50.0,,,Steady Growth,Fairly Valued,,False,False,True,False,,,
Robots.Farm,Gaming,0.0,28.73093681917211,50.0,,,Slow Growth,Fairly Valued,,False,False,True,False,,,
Rocket Pool ETH,,,,,85.57,,,,A,False,False,True,False,,,
Rocket Pool ETH,Liquid staking,0.0,52.80024509803921,45.0,85.57,,Steady Growth,Fairly Valued,A,False,False,True,False,,,
Rollbit Coin,,,,,69.86,,,,BB,False,False,True,False,,,
Ronin Network,Blockchains (L1),19.76231383028733,54.890713861302096,44.230769230769226,75.52,,Steady Growth,Fairly Valued,BBB,False,False,True,False,,,"{""name"": ""Ronin Network"", ""sector"": ""Blockchains (L1)"", ""scores"": {""user_growth"": 54.890713861302096, ""growth_category"": ""Steady Growth""}, ""peers"": [{""name"": ""Algorand"", ""scores"": {""user_growth"": 57.27272727272727}}, {""name"": ""Aptos"", ""scores"": {""user_growth"": 74.57650162337663}}, {""name"": ""Avalanche"", ""scores"": {""user_growth"": 63.59943977591037}}, {""name"": ""BNB Chain"", ""scores"": {""user_growth"": 94.40882034632034}}], ""sector_averages"": {""user_growth"": 51.53, ""count"": 66}}"
Rootstock,Blockchains (L2),0.0,,,,,,,,False,False,True,False,,,
Router Protocol,Bridges,0.0,22.5,45.0,,,Stagnant/Declining,Fairly Valued,,False,False,True,False,,,
Rubic,Infrastructure,0.0,31.52698495070057,45.0,,,Slow Growth,Fairly Valued,,False,False,True,False,,,
SKALE,Blockchains (L1),0.0,34.01515151515152,45.0,85.98,,Slow Growth,Fairly Valued,A,False,False,True,False,,,
SPACE ID,Lending,0.0,,,69.99,,,,BB,False,False,True,False,,,
SPACE ID,Infrastructure,0.0,71.54482355993773,55.0,69.99,,Strong Growth,Fairly Valued,BB,False,False,True,False,,,
SPOT Protocol (ex Ampleforth),Stablecoin issuers,0.0,31.428571428571423,45.0,,,Slow Growth,Fairly Valued,,False,False,True,False,,,
SPX6900,,,,,70.25,,,,BB,False,False,True,False,,,
STASIS EURO,,,,,83.57,,,,A,False,False,True,False,,,
STEPN,Gaming,0.0,,,88.08,,,,AA,False,False,True,False,,,
STON.fi,Exchanges (DEX),0.0,32.98850574712644,,,,Slow Growth,,,False,False,True,False,,,
SXP,,,,,90.23,,,,AA,False,False,True,False,,,"{""name"": ""SXP"", ""sector"": ""Prediction markets"", ""scores"": {""user_growth"": 42.1875, ""growth_category"": ""Slow Growth""}, ""peers"": [{""name"": ""Polymarket"", ""scores"": {""user_growth"": 100.0}}, {""name"": ""Shuffle"", ""scores"": {""user_growth"": 80.83333333333334}}, {""name"": ""Azuro"", ""scores"": {""user_growth"": 65.46875}}, {""name"": ""WINR Protocol"", ""scores"": {""user_growth"": 55.0}}], ""sector_averages"": {""user_growth"": 62.53, ""count"": 6}}"
SXP,Prediction markets,0.0,42.1875,80.44444444444446,90.23,,Slow Growth,Undervalued,AA,False,False,True,False,,,"{""name"": ""SXP"", ""sector"": ""Prediction markets"", ""scores"": {""user_growth"": 42.1875, ""growth_category"": ""Slow Growth""}, ""peers"": [{""name"": ""Polymarket"", ""scores"": {""user_growth"": 100.0}}, {""name"": ""Shuffle"", ""scores"": {""user_growth"": 80.83333333333334}}, {""name"": ""Azuro"", ""scores"": {""user_growth"": 65.46875}}, {""name"": ""WINR Protocol"", ""scores"": {""user_growth"": 55.0}}], ""sector_averages"": {""user_growth"": 62.53, ""count"": 6}}"
Safe,Infrastructure,0.0,57.03976388168137,50.0,69.52,,Steady Growth,Fairly Valued,BB,False,False,True,False,,,
SafePal,,,,,91.11,,,,AA,False,False,True,False,,,
Sakai Vault,Derivative exchanges,0.0,49.493506493506494,55.0,,,Steady Growth,Fairly Valued,,False,False,True,False,,,
Sanctum,Liquid staking,0.0,39.41176470588236,,,,Slow Growth,,,False,False,True,False,,,
Sanko,Blockchains (L3),0.0,,,,,,,,False,False,True,False,,,
Saros Finance,,,,,75.98,,,,BBB,False,False,True,False,,,
SatLayer,Liquid staking,0.0,,,,,,,,False,False,True,False,,,
Satori Finance,Derivative exchanges,0.0,,,,,,,,False,False,True,False,,,
Save,Lending,0.0,20.526315789473685,,,,Stagnant/Declining,,,False,False,True,False,,,
Scallop,Lending,0.0,55.0,,,,Steady Growth,,,False,False,True,False,,,
Scroll,Blockchains (L2),0.0,65.94895087490904,,,,Strong Growth,,,False,False,True,False,,,
Seamless Protocol,Lending,37.87502872258241,62.473806042885,42.767857142857146,,,Steady Growth,Fairly Valued,,False,False,True,False,,,
Secret Network,Blockchains (L1),0.0,28.181818181818183,,,,Slow Growth,,,False,False,True,False,,,
Sei Protocol,Blockchains (L1),0.0,56.13636363636363,,90.59,,Steady Growth,,AA,False,False,True,False,,,
Sellix,Infrastructure,0.0,,,,,,,,False,False,True,False,,,
SendingMe,Social,0.0,,,,,,,,False,False,True,False,,,
Seraph,Gaming,0.0,79.52069716775598,55.0,,,Strong Growth,Fairly Valued,,False,False,True,False,,,
Shadow,Exchanges (DEX),0.0,72.51279199110122,50.0,,,Strong Growth,Fairly Valued,,False,False,True,False,,,
Shape,Blockchains (L2),0.0,55.88559814169572,,,,Steady Growth,,,False,False,True,False,,,
ShapeShift,Exchanges (DEX),0.0,61.21245828698554,52.0,,,Steady Growth,Fairly Valued,,False,False,True,False,,,
Shiba Swap,,,,,92.98,,,,AA,False,False,True,False,,,
Shoebill Finance,Lending,20.95127825728343,56.97368421052632,,,,Steady Growth,,,False,False,True,False,,,
Shrapnel,Gaming,0.0,57.04248366013072,50.0,,,Steady Growth,Fairly Valued,,False,False,True,False,,,
Shuffle,Prediction markets,0.0,80.83333333333334,45.0,,,Exceptional Growth,Fairly Valued,,False,False,True,False,,,
Siacoin,,,,,73.82,,,,BBB,False,False,True,False,,,
SideShift,Infrastructure,0.0,15.204981837052411,45.0,,,Stagnant/Declining,Fairly Valued,,False,False,True,False,,,
Silo Finance,Lending,43.02124926877824,45.29605263157895,39.00000000000001,,,Steady Growth,Overvalued,,False,False,True,False,,,
SingSing,Social,0.0,,,,,,,,False,False,True,False,,,
Skip Protocol,Infrastructure,0.0,,,,,,,,False,False,True,False,,,
Sky (formerly MakerDAO),Stablecoin issuers,77.66717859436147,63.81696428571428,45.0,91.99,,Steady Growth,Fairly Valued,AA,False,False,True,False,,,
Sky (formerly MakerDAO),,,,,91.99,,,,AA,False,False,True,False,,,
Slime Revolution,Gaming,0.0,,,,,,,,False,False,True,False,,,
Slingshot,Exchanges (DEX),0.0,,,,,,,,False,False,True,False,,,
SmarDex,Exchanges (DEX),0.0,46.63403781979978,50.0,,,Steady Growth,Fairly Valued,,False,False,True,False,,,
Snek,,,,,61.48,,,,B,False,False,True,False,,,
Socket,Infrastructure,0.0,,,,,,,,False,False,True,False,,,
Sofamon,Social,0.0,,,,,,,,False,False,True,False,,,
Solana,Blockchains (L1),36.12038312840085,96.22273151684917,79.43181818181817,91.78,,Exceptional Growth,Undervalued,AA,False,False,True,False,,,"{""name"": ""Solana"", ""sector"": ""Blockchains (L1)"", ""scores"": {""user_growth"": 96.22273151684917, ""growth_category"": ""Exceptional Growth""}, ""peers"": [{""name"": ""Algorand"", ""scores"": {""user_growth"": 57.27272727272727}}, {""name"": ""Aptos"", ""scores"": {""user_growth"": 74.57650162337663}}, {""name"": ""Avalanche"", ""scores"": {""user_growth"": 63.59943977591037}}, {""name"": ""BNB Chain"", ""scores"": {""user_growth"": 94.40882034632034}}], ""sector_averages"": {""user_growth"": 51.53, ""count"": 66}}"
Solana Swap,,,,,74.1,,,,BBB,False,False,True,False,,,
Solayer,Liquid staking,0.0,100.0,,81.15,,Exceptional Growth,,A,False,False,True,False,,,
