Project,Market Sector,User Growth Score,Growth Category,Explanation
WAGMI (ex Popsicle Finance),Exchanges (DEX),54.511679644048954,Steady Growth,"Project 'WAGMI (ex Popsicle Finance)' in the 'Exchanges (DEX)' sector has an overall User Growth Score of 54.51, categorized as 'Steady Growth'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: 64.91 (Weight: 0.40)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: 12.90 (Weight: 0.10)"
Injera,Stablecoin issuers,,,"Project 'Injera' in the 'Stablecoin issuers' sector has an overall User Growth Score of nan, categorized as 'None'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.20)
  - Transaction Volume: nan (Weight: 0.40)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: nan (Weight: 0.20)"
Liquidswap,Exchanges (DEX),55.431034482758626,Steady Growth,"Project 'Liquidswap' in the 'Exchanges (DEX)' sector has an overall User Growth Score of 55.43, categorized as 'Steady Growth'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: 55.43 (Weight: 0.40)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: nan (Weight: 0.10)"
MOOAR,NFT marketplaces,,,"Project 'MOOAR' in the 'NFT marketplaces' sector has an overall User Growth Score of nan, categorized as 'None'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.40)
  - Transaction Volume: nan (Weight: 0.30)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: nan (Weight: 0.10)"
Resolv,Stablecoin issuers,,,"Project 'Resolv' in the 'Stablecoin issuers' sector has an overall User Growth Score of nan, categorized as 'None'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.20)
  - Transaction Volume: nan (Weight: 0.40)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: nan (Weight: 0.20)"
Unipilot,Asset management,42.36391129032258,Slow Growth,"Project 'Unipilot' in the 'Asset management' sector has an overall User Growth Score of 42.36, categorized as 'Slow Growth'.
The score is based on the following weighted metrics:
  - Active Users: 45.62 (Weight: 0.30)
  - Transaction Volume: nan (Weight: 0.40)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: 32.58 (Weight: 0.10)"
Arrakis Finance,Asset management,,,"Project 'Arrakis Finance' in the 'Asset management' sector has an overall User Growth Score of nan, categorized as 'None'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: nan (Weight: 0.40)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: nan (Weight: 0.10)"
BounceBit,Blockchains (L1),35.75757575757576,Slow Growth,"Project 'BounceBit' in the 'Blockchains (L1)' sector has an overall User Growth Score of 35.76, categorized as 'Slow Growth'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: 35.76 (Weight: 0.30)
  - Transaction Count: nan (Weight: 0.25)
  - User Growth: nan (Weight: 0.15)"
UWON Coin,ERC20 Tokens,0.0,Stagnant/Declining,"Project 'UWON Coin' in the 'ERC20 Tokens' sector has an overall User Growth Score of 0.00, categorized as 'Stagnant/Declining'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.35)
  - Transaction Volume: 0.00 (Weight: 0.30)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: nan (Weight: 0.15)"
Slime Revolution,Gaming,,,"Project 'Slime Revolution' in the 'Gaming' sector has an overall User Growth Score of nan, categorized as 'None'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.50)
  - Transaction Volume: nan (Weight: 0.20)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: nan (Weight: 0.10)"
Avantis,Exchanges (DEX),,,"Project 'Avantis' in the 'Exchanges (DEX)' sector has an overall User Growth Score of nan, categorized as 'None'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: nan (Weight: 0.40)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: nan (Weight: 0.10)"
Darwinia Network,Blockchains (L2),38.50515437637654,Slow Growth,"Project 'Darwinia Network' in the 'Blockchains (L2)' sector has an overall User Growth Score of 38.51, categorized as 'Slow Growth'.
The score is based on the following weighted metrics:
  - Active Users: 42.50 (Weight: 0.30)
  - Transaction Volume: 27.31 (Weight: 0.25)
  - Bridge Volume: nan (Weight: 0.20)
  - Transaction Count: 39.27 (Weight: 0.15)
  - User Growth: 53.37 (Weight: 0.10)"
RabbitX,Derivative exchanges,56.0556586270872,Steady Growth,"Project 'RabbitX' in the 'Derivative exchanges' sector has an overall User Growth Score of 56.06, categorized as 'Steady Growth'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: 61.89 (Weight: 0.40)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: 32.73 (Weight: 0.10)"
Echo Protocol,Asset management,,,"Project 'Echo Protocol' in the 'Asset management' sector has an overall User Growth Score of nan, categorized as 'None'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: nan (Weight: 0.40)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: nan (Weight: 0.10)"
Biconomy,Infrastructure,57.130902957965745,Steady Growth,"Project 'Biconomy' in the 'Infrastructure' sector has an overall User Growth Score of 57.13, categorized as 'Steady Growth'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: 60.59 (Weight: 0.30)
  - Transaction Count: nan (Weight: 0.30)
  - User Growth: 46.77 (Weight: 0.10)"
Hyperlane,Bridges,,,"Project 'Hyperlane' in the 'Bridges' sector has an overall User Growth Score of nan, categorized as 'None'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.20)
  - Bridge Volume: nan (Weight: 0.50)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: nan (Weight: 0.10)"
Virtuals Protocol,Infrastructure,91.48936170212765,Exceptional Growth,"Project 'Virtuals Protocol' in the 'Infrastructure' sector has an overall User Growth Score of 91.49, categorized as 'Exceptional Growth'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: 91.49 (Weight: 0.30)
  - Transaction Count: nan (Weight: 0.30)
  - User Growth: nan (Weight: 0.10)"
Proof of Play,Blockchains (L3),,,"Project 'Proof of Play' in the 'Blockchains (L3)' sector has an overall User Growth Score of nan, categorized as 'None'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.35)
  - Transaction Volume: nan (Weight: 0.30)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: nan (Weight: 0.15)"
Dmail Network,Infrastructure,51.214971458225214,Steady Growth,"Project 'Dmail Network' in the 'Infrastructure' sector has an overall User Growth Score of 51.21, categorized as 'Steady Growth'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: 47.82 (Weight: 0.30)
  - Transaction Count: nan (Weight: 0.30)
  - User Growth: 61.40 (Weight: 0.10)"
Paradex,Exchanges (DEX),,,"Project 'Paradex' in the 'Exchanges (DEX)' sector has an overall User Growth Score of nan, categorized as 'None'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: nan (Weight: 0.40)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: nan (Weight: 0.10)"
Overnight,Stablecoin issuers,,,"Project 'Overnight' in the 'Stablecoin issuers' sector has an overall User Growth Score of nan, categorized as 'None'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.20)
  - Transaction Volume: nan (Weight: 0.40)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: nan (Weight: 0.20)"
SwapX,Infrastructure,30.601971977166578,Slow Growth,"Project 'SwapX' in the 'Infrastructure' sector has an overall User Growth Score of 30.60, categorized as 'Slow Growth'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: 33.40 (Weight: 0.30)
  - Transaction Count: nan (Weight: 0.30)
  - User Growth: 22.20 (Weight: 0.10)"
Fenix,Exchanges (DEX),23.083426028921025,Stagnant/Declining,"Project 'Fenix' in the 'Exchanges (DEX)' sector has an overall User Growth Score of 23.08, categorized as 'Stagnant/Declining'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: 27.24 (Weight: 0.40)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: 6.45 (Weight: 0.10)"
Shape,Blockchains (L2),55.885598141695716,Steady Growth,"Project 'Shape' in the 'Blockchains (L2)' sector has an overall User Growth Score of 55.89, categorized as 'Steady Growth'.
The score is based on the following weighted metrics:
  - Active Users: 56.79 (Weight: 0.30)
  - Transaction Volume: nan (Weight: 0.25)
  - Bridge Volume: nan (Weight: 0.20)
  - Transaction Count: 54.09 (Weight: 0.15)
  - User Growth: nan (Weight: 0.10)"
JustLend DAO,Lending,90.13157894736842,Exceptional Growth,"Project 'JustLend DAO' in the 'Lending' sector has an overall User Growth Score of 90.13, categorized as 'Exceptional Growth'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.40)
  - Transaction Volume: 86.84 (Weight: 0.30)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: 100.00 (Weight: 0.10)"
Tevi,Social,,,"Project 'Tevi' in the 'Social' sector has an overall User Growth Score of nan, categorized as 'None'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.60)
  - Transaction Volume: nan (Weight: 0.10)
  - Transaction Count: nan (Weight: 0.10)
  - User Growth: nan (Weight: 0.20)"
Kilt,Blockchains (L2),32.67706378986866,Slow Growth,"Project 'Kilt' in the 'Blockchains (L2)' sector has an overall User Growth Score of 32.68, categorized as 'Slow Growth'.
The score is based on the following weighted metrics:
  - Active Users: 26.67 (Weight: 0.30)
  - Transaction Volume: 47.79 (Weight: 0.25)
  - Bridge Volume: nan (Weight: 0.20)
  - Transaction Count: 19.51 (Weight: 0.15)
  - User Growth: nan (Weight: 0.10)"
Ethereum Name Service,Infrastructure,84.67393184570145,Exceptional Growth,"Project 'Ethereum Name Service' in the 'Infrastructure' sector has an overall User Growth Score of 84.67, categorized as 'Exceptional Growth'.
The score is based on the following weighted metrics:
  - Active Users: 88.89 (Weight: 0.30)
  - Transaction Volume: 85.11 (Weight: 0.30)
  - Transaction Count: nan (Weight: 0.30)
  - User Growth: 70.73 (Weight: 0.10)"
Arweave,Blockchains (L1),50.45454545454545,Steady Growth,"Project 'Arweave' in the 'Blockchains (L1)' sector has an overall User Growth Score of 50.45, categorized as 'Steady Growth'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: 50.45 (Weight: 0.30)
  - Transaction Count: nan (Weight: 0.25)
  - User Growth: nan (Weight: 0.15)"
Prisma Finance,Stablecoin issuers,47.63392857142858,Steady Growth,"Project 'Prisma Finance' in the 'Stablecoin issuers' sector has an overall User Growth Score of 47.63, categorized as 'Steady Growth'.
The score is based on the following weighted metrics:
  - Active Users: 49.64 (Weight: 0.20)
  - Transaction Volume: 45.62 (Weight: 0.40)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: 49.64 (Weight: 0.20)"
Cellana Finance,Exchanges (DEX),34.13793103448276,Slow Growth,"Project 'Cellana Finance' in the 'Exchanges (DEX)' sector has an overall User Growth Score of 34.14, categorized as 'Slow Growth'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: 34.14 (Weight: 0.40)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: nan (Weight: 0.10)"
MySwap,Exchanges (DEX),,,"Project 'MySwap' in the 'Exchanges (DEX)' sector has an overall User Growth Score of nan, categorized as 'None'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: nan (Weight: 0.40)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: nan (Weight: 0.10)"
BSX Exchange,Derivative exchanges,,,"Project 'BSX Exchange' in the 'Derivative exchanges' sector has an overall User Growth Score of nan, categorized as 'None'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: nan (Weight: 0.40)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: nan (Weight: 0.10)"
zkSync Lite,Blockchains (L2),,,"Project 'zkSync Lite' in the 'Blockchains (L2)' sector has an overall User Growth Score of nan, categorized as 'None'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: nan (Weight: 0.25)
  - Bridge Volume: nan (Weight: 0.20)
  - Transaction Count: nan (Weight: 0.15)
  - User Growth: nan (Weight: 0.10)"
Redstone,Blockchains (L2),,,"Project 'Redstone' in the 'Blockchains (L2)' sector has an overall User Growth Score of nan, categorized as 'None'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: nan (Weight: 0.25)
  - Bridge Volume: nan (Weight: 0.20)
  - Transaction Count: nan (Weight: 0.15)
  - User Growth: nan (Weight: 0.10)"
IPMB,Asset management,51.65395894428153,Steady Growth,"Project 'IPMB' in the 'Asset management' sector has an overall User Growth Score of 51.65, categorized as 'Steady Growth'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: 62.95 (Weight: 0.40)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: 6.45 (Weight: 0.10)"
Gains Network,Derivative exchanges,70.17810760667903,Strong Growth,"Project 'Gains Network' in the 'Derivative exchanges' sector has an overall User Growth Score of 70.18, categorized as 'Strong Growth'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: 69.54 (Weight: 0.40)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: 72.73 (Weight: 0.10)"
Superstate,Asset management,,,"Project 'Superstate' in the 'Asset management' sector has an overall User Growth Score of nan, categorized as 'None'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: nan (Weight: 0.40)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: nan (Weight: 0.10)"
WINR Protocol,Prediction markets,55.0,Steady Growth,"Project 'WINR Protocol' in the 'Prediction markets' sector has an overall User Growth Score of 55.00, categorized as 'Steady Growth'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.35)
  - Transaction Volume: 55.00 (Weight: 0.30)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: nan (Weight: 0.15)"
Wasabi,Derivative exchanges,,,"Project 'Wasabi' in the 'Derivative exchanges' sector has an overall User Growth Score of nan, categorized as 'None'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: nan (Weight: 0.40)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: nan (Weight: 0.10)"
Chiliz,Blockchains (L1),51.59090909090909,Steady Growth,"Project 'Chiliz' in the 'Blockchains (L1)' sector has an overall User Growth Score of 51.59, categorized as 'Steady Growth'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: 51.59 (Weight: 0.30)
  - Transaction Count: nan (Weight: 0.25)
  - User Growth: nan (Weight: 0.15)"
KGen,Gaming,,,"Project 'KGen' in the 'Gaming' sector has an overall User Growth Score of nan, categorized as 'None'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.50)
  - Transaction Volume: nan (Weight: 0.20)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: nan (Weight: 0.10)"
Superposition,Lending,,,"Project 'Superposition' in the 'Lending' sector has an overall User Growth Score of nan, categorized as 'None'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.40)
  - Transaction Volume: nan (Weight: 0.30)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: nan (Weight: 0.10)"
ImmortalX,Derivative exchanges,,,"Project 'ImmortalX' in the 'Derivative exchanges' sector has an overall User Growth Score of nan, categorized as 'None'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: nan (Weight: 0.40)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: nan (Weight: 0.10)"
Raft,Stablecoin issuers,14.999999999999998,Stagnant/Declining,"Project 'Raft' in the 'Stablecoin issuers' sector has an overall User Growth Score of 15.00, categorized as 'Stagnant/Declining'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.20)
  - Transaction Volume: 22.50 (Weight: 0.40)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: 0.00 (Weight: 0.20)"
Gitcoin,Infrastructure,60.18649455111572,Steady Growth,"Project 'Gitcoin' in the 'Infrastructure' sector has an overall User Growth Score of 60.19, categorized as 'Steady Growth'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: 52.61 (Weight: 0.30)
  - Transaction Count: nan (Weight: 0.30)
  - User Growth: 82.93 (Weight: 0.10)"
Cygnus Finance,Infrastructure,,,"Project 'Cygnus Finance' in the 'Infrastructure' sector has an overall User Growth Score of nan, categorized as 'None'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: nan (Weight: 0.30)
  - Transaction Count: nan (Weight: 0.30)
  - User Growth: nan (Weight: 0.10)"
Aries Markets,Lending,,,"Project 'Aries Markets' in the 'Lending' sector has an overall User Growth Score of nan, categorized as 'None'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.40)
  - Transaction Volume: nan (Weight: 0.30)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: nan (Weight: 0.10)"
Mint Blockchain,Blockchains (L2),,,"Project 'Mint Blockchain' in the 'Blockchains (L2)' sector has an overall User Growth Score of nan, categorized as 'None'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: nan (Weight: 0.25)
  - Bridge Volume: nan (Weight: 0.20)
  - Transaction Count: nan (Weight: 0.15)
  - User Growth: nan (Weight: 0.10)"
Mendi Finance,Lending,31.052631578947363,Slow Growth,"Project 'Mendi Finance' in the 'Lending' sector has an overall User Growth Score of 31.05, categorized as 'Slow Growth'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.40)
  - Transaction Volume: 31.05 (Weight: 0.30)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: nan (Weight: 0.10)"
Goat Protocol,Asset management,12.121212121212121,Stagnant/Declining,"Project 'Goat Protocol' in the 'Asset management' sector has an overall User Growth Score of 12.12, categorized as 'Stagnant/Declining'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: 12.12 (Weight: 0.40)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: nan (Weight: 0.10)"
GoodDollar,Infrastructure,6.382978723404254,Stagnant/Declining,"Project 'GoodDollar' in the 'Infrastructure' sector has an overall User Growth Score of 6.38, categorized as 'Stagnant/Declining'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: 8.51 (Weight: 0.30)
  - Transaction Count: nan (Weight: 0.30)
  - User Growth: 0.00 (Weight: 0.10)"
BladeSwap,Exchanges (DEX),28.87300704486467,Slow Growth,"Project 'BladeSwap' in the 'Exchanges (DEX)' sector has an overall User Growth Score of 28.87, categorized as 'Slow Growth'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: 22.64 (Weight: 0.40)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: 53.79 (Weight: 0.10)"
ZetaChain,Blockchains (L1),58.4090909090909,Steady Growth,"Project 'ZetaChain' in the 'Blockchains (L1)' sector has an overall User Growth Score of 58.41, categorized as 'Steady Growth'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: 58.41 (Weight: 0.30)
  - Transaction Count: nan (Weight: 0.25)
  - User Growth: nan (Weight: 0.15)"
World of Dypians,Gaming,,,"Project 'World of Dypians' in the 'Gaming' sector has an overall User Growth Score of nan, categorized as 'None'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.50)
  - Transaction Volume: nan (Weight: 0.20)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: nan (Weight: 0.10)"
Stability,Asset management,31.21212121212121,Slow Growth,"Project 'Stability' in the 'Asset management' sector has an overall User Growth Score of 31.21, categorized as 'Slow Growth'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: 31.21 (Weight: 0.40)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: nan (Weight: 0.10)"
Crust Network,Blockchains (L2),47.42116579073102,Steady Growth,"Project 'Crust Network' in the 'Blockchains (L2)' sector has an overall User Growth Score of 47.42, categorized as 'Steady Growth'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: 46.35 (Weight: 0.25)
  - Bridge Volume: nan (Weight: 0.20)
  - Transaction Count: nan (Weight: 0.15)
  - User Growth: 50.11 (Weight: 0.10)"
SUN,Exchanges (DEX),87.20800889877643,Exceptional Growth,"Project 'SUN' in the 'Exchanges (DEX)' sector has an overall User Growth Score of 87.21, categorized as 'Exceptional Growth'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: 89.66 (Weight: 0.40)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: 77.42 (Weight: 0.10)"
Sun Swap,Exchanges (DEX),,,"Project 'Sun Swap' in the 'Exchanges (DEX)' sector has an overall User Growth Score of nan, categorized as 'None'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: nan (Weight: 0.40)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: nan (Weight: 0.10)"
The Arena,Social,,,"Project 'The Arena' in the 'Social' sector has an overall User Growth Score of nan, categorized as 'None'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.60)
  - Transaction Volume: nan (Weight: 0.10)
  - Transaction Count: nan (Weight: 0.10)
  - User Growth: nan (Weight: 0.20)"
Terra,Blockchains (L1),34.2293771043771,Slow Growth,"Project 'Terra' in the 'Blockchains (L1)' sector has an overall User Growth Score of 34.23, categorized as 'Slow Growth'.
The score is based on the following weighted metrics:
  - Active Users: 28.52 (Weight: 0.30)
  - Transaction Volume: 34.24 (Weight: 0.30)
  - Transaction Count: nan (Weight: 0.25)
  - User Growth: 45.62 (Weight: 0.15)"
SmarDex,Exchanges (DEX),46.63403781979978,Steady Growth,"Project 'SmarDex' in the 'Exchanges (DEX)' sector has an overall User Growth Score of 46.63, categorized as 'Steady Growth'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: 48.53 (Weight: 0.40)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: 39.03 (Weight: 0.10)"
SatLayer,Liquid staking,,,"Project 'SatLayer' in the 'Liquid staking' sector has an overall User Growth Score of nan, categorized as 'None'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: nan (Weight: 0.20)
  - User Growth: nan (Weight: 0.30)
  - Transaction Count: nan (Weight: 0.20)"
Parallel,Blockchains (L2),,,"Project 'Parallel' in the 'Blockchains (L2)' sector has an overall User Growth Score of nan, categorized as 'None'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: nan (Weight: 0.25)
  - Bridge Volume: nan (Weight: 0.20)
  - Transaction Count: nan (Weight: 0.15)
  - User Growth: nan (Weight: 0.10)"
TapiocaDAO,Stablecoin issuers,26.666666666666664,Slow Growth,"Project 'TapiocaDAO' in the 'Stablecoin issuers' sector has an overall User Growth Score of 26.67, categorized as 'Slow Growth'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.20)
  - Transaction Volume: 12.50 (Weight: 0.40)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: 55.00 (Weight: 0.20)"
Octopus Network,Asset management,52.59824046920821,Steady Growth,"Project 'Octopus Network' in the 'Asset management' sector has an overall User Growth Score of 52.60, categorized as 'Steady Growth'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: 58.41 (Weight: 0.40)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: 29.35 (Weight: 0.10)"
Save,Lending,20.526315789473685,Stagnant/Declining,"Project 'Save' in the 'Lending' sector has an overall User Growth Score of 20.53, categorized as 'Stagnant/Declining'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.40)
  - Transaction Volume: 20.53 (Weight: 0.30)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: nan (Weight: 0.10)"
OmniBTC (OmniSwap),Exchanges (DEX),,,"Project 'OmniBTC (OmniSwap)' in the 'Exchanges (DEX)' sector has an overall User Growth Score of nan, categorized as 'None'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: nan (Weight: 0.40)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: nan (Weight: 0.10)"
Super Champs,Gaming,,,"Project 'Super Champs' in the 'Gaming' sector has an overall User Growth Score of nan, categorized as 'None'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.50)
  - Transaction Volume: nan (Weight: 0.20)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: nan (Weight: 0.10)"
NeuroWeb,Blockchains (L2),33.57607114140215,Slow Growth,"Project 'NeuroWeb' in the 'Blockchains (L2)' sector has an overall User Growth Score of 33.58, categorized as 'Slow Growth'.
The score is based on the following weighted metrics:
  - Active Users: 36.19 (Weight: 0.30)
  - Transaction Volume: 19.23 (Weight: 0.25)
  - Bridge Volume: nan (Weight: 0.20)
  - Transaction Count: 52.26 (Weight: 0.15)
  - User Growth: nan (Weight: 0.10)"
Boba Network,Blockchains (L2),57.88461538461539,Steady Growth,"Project 'Boba Network' in the 'Blockchains (L2)' sector has an overall User Growth Score of 57.88, categorized as 'Steady Growth'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: 57.88 (Weight: 0.25)
  - Bridge Volume: nan (Weight: 0.20)
  - Transaction Count: nan (Weight: 0.15)
  - User Growth: nan (Weight: 0.10)"
EigenLayer,Liquid staking,87.64705882352942,Exceptional Growth,"Project 'EigenLayer' in the 'Liquid staking' sector has an overall User Growth Score of 87.65, categorized as 'Exceptional Growth'.
The score is based on the following weighted metrics:
  - Active Users: 86.67 (Weight: 0.30)
  - Transaction Volume: 70.59 (Weight: 0.20)
  - User Growth: 100.00 (Weight: 0.30)
  - Transaction Count: nan (Weight: 0.20)"
Bluefin,Derivative exchanges,73.46938775510205,Strong Growth,"Project 'Bluefin' in the 'Derivative exchanges' sector has an overall User Growth Score of 73.47, categorized as 'Strong Growth'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: 73.47 (Weight: 0.40)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: nan (Weight: 0.10)"
Moola Market,Lending,21.297514619883035,Stagnant/Declining,"Project 'Moola Market' in the 'Lending' sector has an overall User Growth Score of 21.30, categorized as 'Stagnant/Declining'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.40)
  - Transaction Volume: 10.53 (Weight: 0.30)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: 53.61 (Weight: 0.10)"
YOLO Games,Gaming,39.787581699346404,Slow Growth,"Project 'YOLO Games' in the 'Gaming' sector has an overall User Growth Score of 39.79, categorized as 'Slow Growth'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.50)
  - Transaction Volume: 26.67 (Weight: 0.20)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: 66.03 (Weight: 0.10)"
